5,2,2015-02-12
4,4,2015-02-12
4,2,2015-02-13
5,6,2015-02-13
4,1,2015-02-14
5,1,2015-02-14
4,2,2015-02-16
5,2,2015-02-16
5,1,2015-02-17
5,4,2015-02-18
4,4,2015-02-18
